Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Shipping_Duration,Profit,Quantity,Profit_to_Sales,Demand_Surge,Supply_Constraint,Adjusted_Quantity
1633,CA-2017-106530,2017-08-05,2017-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,0.0,0,1,0.0,1.2699666996837549,1.0,1.0
1634,CA-2017-106530,2017-08-05,2017-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,25.12,0.0,0,1,0.0,1.1569612838729484,1.0,1.0
1635,CA-2017-106530,2017-08-05,2017-08-05,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,0.0,0,1,0.0,1.1118528264976888,1.0,1.0
1647,CA-2016-105221,2016-01-11,2016-03-11,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,60.0,0,1,0.0,1.1022361002698573,1.0,1.0
1648,CA-2016-105221,2016-01-11,2016-03-11,First Class,VM-21685,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,60.0,0,1,0.0,1.134435802935503,1.0,1.0
1673,CA-2018-111647,2018-03-07,2018-07-07,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,122.0,0,1,0.0,1.2230660135374625,0.8,0.8
1674,CA-2016-150560,2016-11-12,2016-12-12,First Class,SW-20455,Shaun Weien,Consumer,United States,Suffolk,Virginia,23434,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,30.0,0,1,0.0,1.1851434270684431,1.0,1.0
1684,CA-2017-147585,2017-07-11,2017-12-11,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,153.0,0,1,0.0,1.1217327265957877,1.0,1.0
1688,CA-2018-143798,2018-10-12,2018-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,61.0,0,1,0.0,1.2998191721473127,1.0,1.0
1689,CA-2018-143798,2018-10-12,2018-12-12,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,61.0,0,1,0.0,1.2377748824789752,1.0,1.0
1700,CA-2015-135657,2015-03-06,2015-07-06,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,122.0,0,1,0.0,1.1580621176942807,1.0,1.0
1704,CA-2015-139857,2015-02-02,2015-06-02,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,120.0,0,1,0.0,1.1050763580207783,1.0,1.0
1705,CA-2017-106306,2017-08-03,2017-08-03,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,0.0,0,1,0.0,1.1897783046207786,1.0,1.0
1729,CA-2017-106894,2017-07-02,2017-07-02,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0,0.0,0,1,0.0,1.2851884990672175,1.0,1.0
1730,CA-2017-106894,2017-07-02,2017-07-02,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,0.0,0,1,0.0,1.1256249711492763,1.0,1.0
1738,CA-2016-130204,2016-03-09,2016-09-09,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,184.0,0,1,0.0,1.1854259836986338,1.0,1.0
1739,CA-2016-130204,2016-03-09,2016-09-09,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,184.0,0,1,0.0,1.2313450132250199,1.0,1.0
1740,CA-2016-130204,2016-03-09,2016-09-09,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,184.0,0,1,0.0,1.2837151033176442,1.0,1.0
1746,CA-2015-133270,2015-06-06,2015-09-06,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,92.0,0,1,0.0,1.144651553250333,1.0,1.0
1753,CA-2018-116715,2018-02-12,2018-05-12,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,89.0,0,1,0.0,1.2410934760562644,1.0,1.0
1754,CA-2018-116715,2018-02-12,2018-05-12,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,89.0,0,1,0.0,1.2836589520933455,1.0,1.0
1755,CA-2018-116715,2018-02-12,2018-05-12,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,89.0,0,1,0.0,1.1033956116027803,1.0,1.0
1756,CA-2016-135622,2016-08-12,2016-11-12,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,92.0,0,1,0.0,1.2587559765397431,0.8,0.8
1757,CA-2016-135622,2016-08-12,2016-11-12,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,92.0,0,1,0.0,1.2892962209092098,0.8,0.8
1760,CA-2015-141817,2015-05-01,2015-12-01,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,214.0,0,1,0.0,1.2484122878695851,1.0,1.0
1761,CA-2016-130785,2016-05-09,2016-09-09,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,123.0,0,1,0.0,1.1782353198823785,1.0,1.0
1762,CA-2016-130785,2016-05-09,2016-09-09,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,123.0,0,1,0.0,1.2957887851135066,1.0,1.0
1763,CA-2016-130785,2016-05-09,2016-09-09,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,123.0,0,1,0.0,1.1804066393155526,1.0,1.0
1764,CA-2017-110254,2017-04-08,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,122.0,0,1,0.0,1.2868049390672152,1.0,1.0
1765,CA-2017-110254,2017-04-08,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,122.0,0,1,0.0,1.2489610285024049,1.0,1.0
1766,CA-2017-110254,2017-04-08,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,122.0,0,1,0.0,1.1743586549166167,1.0,1.0
1767,CA-2017-110254,2017-04-08,2017-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,122.0,0,1,0.0,1.111602714668828,1.0,1.0
1770,CA-2018-146024,2018-02-03,2018-08-03,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.976,181.0,0,1,0.0,1.1473205549314853,0.8,0.8
1771,CA-2018-146024,2018-02-03,2018-08-03,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,181.0,0,1,0.0,1.1879787027444246,0.8,0.8
1792,CA-2015-120474,2015-01-12,2015-03-12,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,59.0,0,1,0.0,1.1890610144359761,0.8,0.8
1793,CA-2015-120474,2015-01-12,2015-03-12,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,59.0,0,1,0.0,1.112046439053658,0.8,0.8
1795,CA-2017-140774,2017-05-09,2017-10-09,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,66062,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,153.0,0,1,0.0,1.2908416446047588,0.8,0.8
1799,CA-2017-100965,2017-07-07,2017-11-07,Standard Class,RM-19375,Raymond Messe,Consumer,United States,San Jose,California,95123,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,123.0,0,1,0.0,1.2437380920054415,1.0,1.0
1800,CA-2017-121034,2017-08-08,2017-10-08,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,61.0,0,1,0.0,1.1249196937932169,0.8,0.8
1801,CA-2017-121034,2017-08-08,2017-10-08,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,61.0,0,1,0.0,1.2498022251417031,0.8,0.8
1812,CA-2015-132612,2015-09-06,2015-11-06,Second Class,FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,1441.3,61.0,0,1,0.0,1.1319703805969026,1.0,1.0
1816,CA-2016-164833,2016-04-06,2016-04-06,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,0.0,0,1,0.0,1.1525594749219108,1.0,1.0
1817,CA-2016-164833,2016-04-06,2016-04-06,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,0.0,0,1,0.0,1.1331520906601635,1.0,1.0
1828,CA-2017-109344,2017-08-02,2017-11-02,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,92.0,0,1,0.0,1.1582698717184936,1.0,1.0
1833,CA-2016-131422,2016-05-11,2016-09-11,Standard Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,123.0,0,1,0.0,1.1602303282751607,1.0,1.0
1834,CA-2018-162691,2018-01-08,2018-07-08,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,181.0,0,1,0.0,1.1807823150123329,0.8,0.8
1835,CA-2018-162691,2018-01-08,2018-07-08,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36.288,181.0,0,1,0.0,1.161067282044257,0.8,0.8
1838,CA-2015-117345,2015-01-08,2015-05-08,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,120.0,0,1,0.0,1.239190247503433,1.0,1.0
1839,CA-2015-117345,2015-01-08,2015-05-08,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,120.0,0,1,0.0,1.1233479449316448,1.0,1.0
1840,CA-2015-117345,2015-01-08,2015-05-08,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,120.0,0,1,0.0,1.15453245434145,1.0,1.0
1841,CA-2015-117345,2015-01-08,2015-05-08,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,120.0,0,1,0.0,1.2642677500993076,1.0,1.0
1843,CA-2016-135391,2016-09-02,2016-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096,61.0,0,1,0.0,1.2649333868507435,0.8,0.8
1844,CA-2016-135391,2016-09-02,2016-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,61.0,0,1,0.0,1.1568462771658496,0.8,0.8
1848,CA-2018-128370,2018-10-09,2018-10-09,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,0.0,0,1,0.0,1.2650567542953721,1.0,1.0
1849,CA-2018-128370,2018-10-09,2018-10-09,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,0.0,0,1,0.0,1.2158789716100538,1.0,1.0
1859,CA-2016-121608,2016-03-09,2016-05-09,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,61.0,0,1,0.0,1.1862251515508762,1.0,1.0
1860,CA-2016-121608,2016-03-09,2016-05-09,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,61.0,0,1,0.0,1.1619101346898186,1.0,1.0
1863,CA-2015-151078,2015-12-11,2015-12-11,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,0.0,0,1,0.0,1.110077067201498,0.8,0.8
1866,US-2018-116659,2018-12-11,2018-12-11,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,0.0,0,1,0.0,1.2779917716319913,1.0,1.0
1875,CA-2015-147914,2015-04-06,2015-09-06,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,153.0,0,1,0.0,1.131058088768253,1.0,1.0
1881,CA-2016-109512,2016-05-03,2016-05-03,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.34,0.0,0,1,0.0,1.2917911246491627,1.0,1.0
1882,CA-2016-109512,2016-05-03,2016-05-03,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,0.0,0,1,0.0,1.1942782363685607,1.0,1.0
1883,CA-2016-109512,2016-05-03,2016-05-03,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,0.0,0,1,0.0,1.1967709179027208,1.0,1.0
1895,US-2018-108063,2018-02-12,2018-05-12,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,22901,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.65,89.0,0,1,0.0,1.123347109310922,1.0,1.0
1897,CA-2018-141789,2018-03-10,2018-06-10,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,92.0,0,1,0.0,1.2635314478513715,0.8,0.8
1909,CA-2016-157959,2016-03-02,2016-04-02,First Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,31.0,0,1,0.0,1.2311504691797484,1.0,1.0
1912,CA-2018-121503,2018-03-07,2018-06-07,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,92.0,0,1,0.0,1.2459126759268058,0.8,0.8
1913,CA-2018-121503,2018-03-07,2018-06-07,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,92.0,0,1,0.0,1.2655898233545662,0.8,0.8
1922,CA-2016-125178,2016-03-10,2016-09-10,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,184.0,0,1,0.0,1.2336525624447052,1.0,1.0
1923,CA-2017-156685,2017-08-07,2017-10-07,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,61.0,0,1,0.0,1.1838681508300595,0.8,0.8
1924,CA-2017-156685,2017-08-07,2017-10-07,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,61.0,0,1,0.0,1.1515867216651163,0.8,0.8
1925,CA-2018-126865,2018-05-12,2018-07-12,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,61.0,0,1,0.0,1.2837836409549637,1.0,1.0
1933,CA-2018-161200,2018-06-08,2018-10-08,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,122.0,0,1,0.0,1.1464948482543433,1.0,1.0
1934,CA-2018-161200,2018-06-08,2018-10-08,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,122.0,0,1,0.0,1.1753905097419082,1.0,1.0
1938,CA-2017-112109,2017-08-07,2017-12-07,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,122.0,0,1,0.0,1.273659651376532,1.0,1.0
1939,CA-2017-112109,2017-08-07,2017-12-07,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,122.0,0,1,0.0,1.2534962798352787,1.0,1.0
1940,CA-2017-112109,2017-08-07,2017-12-07,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,122.0,0,1,0.0,1.1812265832048552,1.0,1.0
1941,CA-2017-112109,2017-08-07,2017-12-07,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,122.0,0,1,0.0,1.1795287921649333,1.0,1.0
1947,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,120.0,0,1,0.0,1.1596800394412725,1.0,1.0
1948,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,120.0,0,1,0.0,1.251489363832316,1.0,1.0
1949,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,120.0,0,1,0.0,1.156169313730545,1.0,1.0
1950,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,120.0,0,1,0.0,1.2785208781924366,1.0,1.0
1951,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,120.0,0,1,0.0,1.210040722862114,1.0,1.0
1952,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,120.0,0,1,0.0,1.288717344825769,1.0,1.0
1953,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,120.0,0,1,0.0,1.1993117883927698,1.0,1.0
1954,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,120.0,0,1,0.0,1.25050476036358,1.0,1.0
1955,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,120.0,0,1,0.0,1.2761683510819413,1.0,1.0
1956,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,120.0,0,1,0.0,1.1155366387993606,1.0,1.0
1957,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,120.0,0,1,0.0,1.2583299314776746,1.0,1.0
1958,CA-2018-157987,2018-02-09,2018-06-09,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,120.0,0,1,0.0,1.2817278073357914,1.0,1.0
1971,CA-2018-140242,2018-06-05,2018-11-05,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,153.0,0,1,0.0,1.1789670132606012,0.8,0.8
1972,CA-2018-140242,2018-06-05,2018-11-05,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,153.0,0,1,0.0,1.1352753975588579,0.8,0.8
1979,CA-2016-109939,2016-08-05,2016-12-05,Standard Class,AA-10375,Allen Armold,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,122.0,0,1,0.0,1.1356057265564732,1.0,1.0
1983,CA-2015-122749,2015-03-12,2015-09-12,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,184.0,0,1,0.0,1.1996173703564188,0.8,0.8
1996,US-2018-147221,2018-02-12,2018-04-12,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,59.0,0,1,0.0,1.171378793210903,0.8,0.8
1997,US-2018-147221,2018-02-12,2018-04-12,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,59.0,0,1,0.0,1.2323610522734056,0.8,0.8
1998,CA-2015-131905,2015-06-02,2015-09-02,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,92.0,0,1,0.0,1.1100432326803074,1.0,1.0
